chr_physbin	Chr.x	Species.x	physbin	rate	physbinnum.x	gene_num	Chr.y	physbinnum.y	Species.y
V (0.56,0.57]	V	C. remanei	(0.56,0.57]	-1.57351023207706e-15	57	86	V	57	C. remanei
V (0.57,0.58]	V	C. remanei	(0.57,0.58]	1.55862964278265e-14	58	73	V	58	C. remanei
V (0.58,0.59]	V	C. remanei	(0.58,0.59]	1.77936686866019e-14	59	71	V	59	C. remanei
V (0.59,0.6]	V	C. remanei	(0.59,0.6]	1.77936686866014e-14	60	63	V	60	C. remanei
V (0.6,0.61]	V	C. remanei	(0.6,0.61]	1.77936686866024e-14	61	100	V	61	C. remanei
V (0.61,0.62]	V	C. remanei	(0.61,0.62]	0.85741018546217	62	67	V	62	C. remanei
V (0.62,0.63]	V	C. remanei	(0.62,0.63]	1.23685866628592	63	81	V	63	C. remanei
V (0.63,0.64]	V	C. remanei	(0.63,0.64]	-7.6770803016402e-15	64	79	V	64	C. remanei
V (0.64,0.65]	V	C. remanei	(0.64,0.65]	0.915895464562076	65	122	V	65	C. remanei
V (0.65,0.66]	V	C. remanei	(0.65,0.66]	0.212874621272748	66	48	V	66	C. remanei
V (0.66,0.67]	V	C. remanei	(0.66,0.67]	0.477647309074774	67	63	V	67	C. remanei
V (0.67,0.68]	V	C. remanei	(0.67,0.68]	0.540895957691651	68	75	V	68	C. remanei
V (0.68,0.69]	V	C. remanei	(0.68,0.69]	2.83105681066434	69	70	V	69	C. remanei
V (0.69,0.7]	V	C. remanei	(0.69,0.7]	-1.56207853737707e-14	70	43	V	70	C. remanei
V (0.7,0.71]	V	C. remanei	(0.7,0.71]	0.438944225689213	71	60	V	71	C. remanei
V (0.71,0.72]	V	C. remanei	(0.71,0.72]	1.57515289091952e-14	72	50	V	72	C. remanei
V (0.72,0.73]	V	C. remanei	(0.72,0.73]	1.23471006287347	73	78	V	73	C. remanei
V (0.73,0.74]	V	C. remanei	(0.73,0.74]	1.62728702364693e-14	74	49	V	74	C. remanei
V (0.74,0.75]	V	C. remanei	(0.74,0.75]	0.305654762269077	75	49	V	75	C. remanei
V (0.75,0.76]	V	C. remanei	(0.75,0.76]	0.436126615719244	76	56	V	76	C. remanei
V (0.76,0.77]	V	C. remanei	(0.76,0.77]	1.76632217376711	77	84	V	77	C. remanei
V (0.77,0.78]	V	C. remanei	(0.77,0.78]	1.15312445161754	78	39	V	78	C. remanei
V (0.78,0.79]	V	C. remanei	(0.78,0.79]	1.67500230225334	79	32	V	79	C. remanei
V (0.79,0.8]	V	C. remanei	(0.79,0.8]	-5.69862712972389e-14	80	47	V	80	C. remanei
V (0.8,0.81]	V	C. remanei	(0.8,0.81]	0.643387614572355	81	78	V	81	C. remanei
V (0.81,0.82]	V	C. remanei	(0.81,0.82]	7.85070197610802e-14	82	47	V	82	C. remanei
V (0.82,0.83]	V	C. remanei	(0.82,0.83]	-3.29257308631959e-14	83	53	V	83	C. remanei
V (0.83,0.84]	V	C. remanei	(0.83,0.84]	2.61994950352937e-15	84	38	V	84	C. remanei
V (0.84,0.85]	V	C. remanei	(0.84,0.85]	2.61994950352935e-15	85	80	V	85	C. remanei
V (0.85,0.86]	V	C. remanei	(0.85,0.86]	2.61994950352944e-15	86	75	V	86	C. remanei
V (0.86,0.87]	V	C. remanei	(0.86,0.87]	2.61856569167357	87	39	V	87	C. remanei
V (0.87,0.88]	V	C. remanei	(0.87,0.88]	2.42542625465759	88	77	V	88	C. remanei
V (0.88,0.89]	V	C. remanei	(0.88,0.89]	0.39862501029607	89	111	V	89	C. remanei
V (0.89,0.9]	V	C. remanei	(0.89,0.9]	8.96571059320512	90	42	V	90	C. remanei
V (0.9,0.91]	V	C. remanei	(0.9,0.91]	0.916705962421086	91	48	V	91	C. remanei
V (0.91,0.92]	V	C. remanei	(0.91,0.92]	0.166147302428977	92	51	V	92	C. remanei
V (0.92,0.93]	V	C. remanei	(0.92,0.93]	-1.18928935460388e-14	93	75	V	93	C. remanei
V (0.93,0.94]	V	C. remanei	(0.93,0.94]	0.901711698971459	94	42	V	94	C. remanei
V (0.94,0.95]	V	C. remanei	(0.94,0.95]	3.98784016651076	95	53	V	95	C. remanei
V (0.95,0.96]	V	C. remanei	(0.95,0.96]	2.9020606825595	96	29	V	96	C. remanei
V (0.96,0.97]	V	C. remanei	(0.96,0.97]	4.45025334623213	97	71	V	97	C. remanei
V (0.97,0.98]	V	C. remanei	(0.97,0.98]	2.02077540320049	98	46	V	98	C. remanei
V (0.98,0.99]	V	C. remanei	(0.98,0.99]	1.49519497211345	99	55	V	99	C. remanei
V (0.99,1]	V	C. remanei	(0.99,1]	6.72441972581577	100	39	V	100	C. remanei
X (0,0.01]	X	C. remanei	(0,0.01]	0	1	52	X	1	C. remanei
X (0.01,0.02]	X	C. remanei	(0.01,0.02]	0	2	46	X	2	C. remanei
X (0.02,0.03]	X	C. remanei	(0.02,0.03]	0	3	42	X	3	C. remanei
X (0.03,0.04]	X	C. remanei	(0.03,0.04]	0	4	48	X	4	C. remanei
X (0.04,0.05]	X	C. remanei	(0.04,0.05]	0	5	39	X	5	C. remanei
X (0.05,0.06]	X	C. remanei	(0.05,0.06]	5.42565451664963	6	37	X	6	C. remanei
X (0.06,0.07]	X	C. remanei	(0.06,0.07]	2.90202277972311e-15	7	34	X	7	C. remanei
X (0.07,0.08]	X	C. remanei	(0.07,0.08]	2.90202277972313e-15	8	45	X	8	C. remanei
X (0.08,0.09]	X	C. remanei	(0.08,0.09]	1.91513954401164	9	32	X	9	C. remanei
X (0.09,0.1]	X	C. remanei	(0.09,0.1]	1.61836072564791	10	25	X	10	C. remanei
X (0.1,0.11]	X	C. remanei	(0.1,0.11]	1.69016977934466e-15	11	38	X	11	C. remanei
X (0.11,0.12]	X	C. remanei	(0.11,0.12]	5.39682975772433	12	32	X	12	C. remanei
X (0.12,0.13]	X	C. remanei	(0.12,0.13]	0.305577720349928	13	32	X	13	C. remanei
X (0.13,0.14]	X	C. remanei	(0.13,0.14]	-5.79384756703998e-15	14	52	X	14	C. remanei
X (0.14,0.15]	X	C. remanei	(0.14,0.15]	3.40984168760502	15	35	X	15	C. remanei
X (0.15,0.16]	X	C. remanei	(0.15,0.16]	-3.43187738303815e-15	16	25	X	16	C. remanei
X (0.16,0.17]	X	C. remanei	(0.16,0.17]	11.8526255128906	17	48	X	17	C. remanei
X (0.17,0.18]	X	C. remanei	(0.17,0.18]	8.23322241979991e-15	18	40	X	18	C. remanei
X (0.18,0.19]	X	C. remanei	(0.18,0.19]	8.23322241979994e-15	19	41	X	19	C. remanei
X (0.19,0.2]	X	C. remanei	(0.19,0.2]	-2.58752730752214e-16	20	38	X	20	C. remanei
X (0.2,0.21]	X	C. remanei	(0.2,0.21]	8.2332224198e-15	21	61	X	21	C. remanei
X (0.21,0.22]	X	C. remanei	(0.21,0.22]	6.54727423492554	22	38	X	22	C. remanei
X (0.22,0.23]	X	C. remanei	(0.22,0.23]	2.0466348715782	23	30	X	23	C. remanei
X (0.23,0.24]	X	C. remanei	(0.23,0.24]	6.23378659248273e-15	24	38	X	24	C. remanei
X (0.24,0.25]	X	C. remanei	(0.24,0.25]	4.8296715691647e-15	25	40	X	25	C. remanei
X (0.25,0.26]	X	C. remanei	(0.25,0.26]	0.526822764926332	26	28	X	26	C. remanei
X (0.26,0.27]	X	C. remanei	(0.26,0.27]	7.11147211268126	27	75	X	27	C. remanei
X (0.27,0.28]	X	C. remanei	(0.27,0.28]	8.47321345878707e-15	28	36	X	28	C. remanei
X (0.28,0.29]	X	C. remanei	(0.28,0.29]	2.8296084453324	29	31	X	29	C. remanei
X (0.29,0.3]	X	C. remanei	(0.29,0.3]	3.44861356597848	30	41	X	30	C. remanei
X (0.3,0.31]	X	C. remanei	(0.3,0.31]	-1.55614727538173e-14	31	48	X	31	C. remanei
X (0.31,0.32]	X	C. remanei	(0.31,0.32]	4.26633159743275	32	39	X	32	C. remanei
X (0.32,0.33]	X	C. remanei	(0.32,0.33]	-2.46552699941288e-14	33	37	X	33	C. remanei
X (0.33,0.34]	X	C. remanei	(0.33,0.34]	-2.46552699941287e-14	34	58	X	34	C. remanei
X (0.34,0.35]	X	C. remanei	(0.34,0.35]	1.54242800164744	35	37	X	35	C. remanei
X (0.35,0.36]	X	C. remanei	(0.35,0.36]	2.09498465799308	36	53	X	36	C. remanei
X (0.36,0.37]	X	C. remanei	(0.36,0.37]	2.2061932316183	37	40	X	37	C. remanei
X (0.37,0.38]	X	C. remanei	(0.37,0.38]	1.87791231993748	38	42	X	38	C. remanei
X (0.38,0.39]	X	C. remanei	(0.38,0.39]	-1.51297927306769e-14	39	37	X	39	C. remanei
X (0.39,0.4]	X	C. remanei	(0.39,0.4]	4.94367531942201	40	36	X	40	C. remanei
X (0.4,0.41]	X	C. remanei	(0.4,0.41]	0.178346062444465	41	82	X	41	C. remanei
X (0.41,0.42]	X	C. remanei	(0.41,0.42]	1.86992562253808e-14	42	54	X	42	C. remanei
X (0.42,0.43]	X	C. remanei	(0.42,0.43]	2.14755750496531	43	30	X	43	C. remanei
X (0.43,0.44]	X	C. remanei	(0.43,0.44]	-2.66811281376834e-14	44	42	X	44	C. remanei
X (0.44,0.45]	X	C. remanei	(0.44,0.45]	1.93590395715718e-14	45	24	X	45	C. remanei
X (0.45,0.46]	X	C. remanei	(0.45,0.46]	0.813587194643631	46	44	X	46	C. remanei
X (0.46,0.47]	X	C. remanei	(0.46,0.47]	-2.21765710745547e-14	47	82	X	47	C. remanei
X (0.47,0.48]	X	C. remanei	(0.47,0.48]	-2.69640425911859e-15	48	53	X	48	C. remanei
X (0.48,0.49]	X	C. remanei	(0.48,0.49]	1.09802167943377	49	46	X	49	C. remanei
X (0.49,0.5]	X	C. remanei	(0.49,0.5]	1.27167009401399e-14	50	41	X	50	C. remanei
X (0.5,0.51]	X	C. remanei	(0.5,0.51]	0.574576593031655	51	40	X	51	C. remanei
X (0.51,0.52]	X	C. remanei	(0.51,0.52]	1.36776103338777	52	34	X	52	C. remanei
X (0.52,0.53]	X	C. remanei	(0.52,0.53]	1.11102775052441	53	47	X	53	C. remanei
X (0.53,0.54]	X	C. remanei	(0.53,0.54]	1.42282626774366	54	54	X	54	C. remanei
X (0.54,0.55]	X	C. remanei	(0.54,0.55]	6.15134037684665e-16	55	33	X	55	C. remanei
X (0.55,0.56]	X	C. remanei	(0.55,0.56]	0.618900350125641	56	47	X	56	C. remanei
X (0.56,0.57]	X	C. remanei	(0.56,0.57]	0.572806269849202	57	47	X	57	C. remanei
X (0.57,0.58]	X	C. remanei	(0.57,0.58]	0.694124307454858	58	35	X	58	C. remanei
X (0.58,0.59]	X	C. remanei	(0.58,0.59]	-5.0361013425031e-14	59	33	X	59	C. remanei
X (0.59,0.6]	X	C. remanei	(0.59,0.6]	-4.88824992514997e-14	60	48	X	60	C. remanei
X (0.6,0.61]	X	C. remanei	(0.6,0.61]	6.13205041945e-14	61	72	X	61	C. remanei
X (0.61,0.62]	X	C. remanei	(0.61,0.62]	-8.51881111082946e-15	62	43	X	62	C. remanei
X (0.62,0.63]	X	C. remanei	(0.62,0.63]	0.486366927495568	63	38	X	63	C. remanei
X (0.63,0.64]	X	C. remanei	(0.63,0.64]	-3.72957837341563e-14	64	39	X	64	C. remanei
X (0.64,0.65]	X	C. remanei	(0.64,0.65]	2.06880930479832e-14	65	48	X	65	C. remanei
X (0.65,0.66]	X	C. remanei	(0.65,0.66]	0	66	46	X	66	C. remanei
X (0.66,0.67]	X	C. remanei	(0.66,0.67]	-4.3324987735472e-14	67	56	X	67	C. remanei
X (0.67,0.68]	X	C. remanei	(0.67,0.68]	-1.40303473292951e-13	68	42	X	68	C. remanei
X (0.68,0.69]	X	C. remanei	(0.68,0.69]	-8.95910918989719e-15	69	38	X	69	C. remanei
X (0.69,0.7]	X	C. remanei	(0.69,0.7]	-1.05886328456815e-13	70	31	X	70	C. remanei
X (0.7,0.71]	X	C. remanei	(0.7,0.71]	4.48651669732962e-14	71	56	X	71	C. remanei
X (0.71,0.72]	X	C. remanei	(0.71,0.72]	1.01572406577107	72	47	X	72	C. remanei
X (0.72,0.73]	X	C. remanei	(0.72,0.73]	1.45679967133665	73	37	X	73	C. remanei
X (0.73,0.74]	X	C. remanei	(0.73,0.74]	2.86018538797481	74	77	X	74	C. remanei
X (0.74,0.75]	X	C. remanei	(0.74,0.75]	-2.55168676850615e-14	75	51	X	75	C. remanei
X (0.75,0.76]	X	C. remanei	(0.75,0.76]	-2.5888185885562e-14	76	50	X	76	C. remanei
X (0.76,0.77]	X	C. remanei	(0.76,0.77]	-1.21441874403429e-14	77	47	X	77	C. remanei
X (0.77,0.78]	X	C. remanei	(0.77,0.78]	1.81555795403019	78	36	X	78	C. remanei
X (0.78,0.79]	X	C. remanei	(0.78,0.79]	-3.02893313917323e-14	79	49	X	79	C. remanei
X (0.79,0.8]	X	C. remanei	(0.79,0.8]	2.90233719502561e-14	80	62	X	80	C. remanei
X (0.8,0.81]	X	C. remanei	(0.8,0.81]	0.231977053447471	81	62	X	81	C. remanei
X (0.81,0.82]	X	C. remanei	(0.81,0.82]	1.18482167801866	82	31	X	82	C. remanei
X (0.82,0.83]	X	C. remanei	(0.82,0.83]	0.220676243372186	83	45	X	83	C. remanei
X (0.83,0.84]	X	C. remanei	(0.83,0.84]	1.72113922970119	84	43	X	84	C. remanei
X (0.84,0.85]	X	C. remanei	(0.84,0.85]	3.91405778422989e-14	85	38	X	85	C. remanei
X (0.85,0.86]	X	C. remanei	(0.85,0.86]	1.80644032590409e-14	86	44	X	86	C. remanei
X (0.86,0.87]	X	C. remanei	(0.86,0.87]	1.76719917263489	87	55	X	87	C. remanei
X (0.87,0.88]	X	C. remanei	(0.87,0.88]	3.18732942770148e-14	88	40	X	88	C. remanei
X (0.88,0.89]	X	C. remanei	(0.88,0.89]	2.39050597068463e-14	89	37	X	89	C. remanei
X (0.89,0.9]	X	C. remanei	(0.89,0.9]	0.314933902052263	90	43	X	90	C. remanei
X (0.9,0.91]	X	C. remanei	(0.9,0.91]	-5.15068191684108e-14	91	29	X	91	C. remanei
X (0.91,0.92]	X	C. remanei	(0.91,0.92]	2.00066469603103e-14	92	36	X	92	C. remanei
X (0.92,0.93]	X	C. remanei	(0.92,0.93]	-5.27333113265684e-14	93	35	X	93	C. remanei
X (0.93,0.94]	X	C. remanei	(0.93,0.94]	2.09633638755034	94	56	X	94	C. remanei
X (0.94,0.95]	X	C. remanei	(0.94,0.95]	2.02408923999224e-14	95	36	X	95	C. remanei
X (0.95,0.96]	X	C. remanei	(0.95,0.96]	2.02408923999223e-14	96	53	X	96	C. remanei
X (0.96,0.97]	X	C. remanei	(0.96,0.97]	1.8277377749315	97	37	X	97	C. remanei
X (0.97,0.98]	X	C. remanei	(0.97,0.98]	-3.72723055489781e-14	98	42	X	98	C. remanei
X (0.98,0.99]	X	C. remanei	(0.98,0.99]	-3.72723055489794e-14	99	33	X	99	C. remanei
X (0.99,1]	X	C. remanei	(0.99,1]	7.17117592940042	100	39	X	100	C. remanei
I (0,0.01]	I	C. inopinata	(0,0.01]	0	1	70	I	1	C. inopinata
I (0.01,0.02]	I	C. inopinata	(0.01,0.02]	0	2	32	I	2	C. inopinata
I (0.02,0.03]	I	C. inopinata	(0.02,0.03]	0	3	44	I	3	C. inopinata
I (0.03,0.04]	I	C. inopinata	(0.03,0.04]	0	4	48	I	4	C. inopinata
I (0.04,0.05]	I	C. inopinata	(0.04,0.05]	0.37204365883664	5	54	I	5	C. inopinata
I (0.05,0.06]	I	C. inopinata	(0.05,0.06]	5.86743282062346	6	54	I	6	C. inopinata
I (0.06,0.07]	I	C. inopinata	(0.06,0.07]	0.0563207250476082	7	42	I	7	C. inopinata
I (0.07,0.08]	I	C. inopinata	(0.07,0.08]	0.0396175378189647	8	31	I	8	C. inopinata
I (0.08,0.09]	I	C. inopinata	(0.08,0.09]	1.28064559420919	9	47	I	9	C. inopinata
I (0.09,0.1]	I	C. inopinata	(0.09,0.1]	4.34193779413502	10	36	I	10	C. inopinata
I (0.1,0.11]	I	C. inopinata	(0.1,0.11]	0.355006668586325	11	24	I	11	C. inopinata
I (0.11,0.12]	I	C. inopinata	(0.11,0.12]	1.20689691127428	12	25	I	12	C. inopinata
I (0.12,0.13]	I	C. inopinata	(0.12,0.13]	0.232019684129144	13	44	I	13	C. inopinata
I (0.13,0.14]	I	C. inopinata	(0.13,0.14]	1.5304353943998	14	46	I	14	C. inopinata
I (0.14,0.15]	I	C. inopinata	(0.14,0.15]	0.41861914780019	15	37	I	15	C. inopinata
I (0.15,0.16]	I	C. inopinata	(0.15,0.16]	2.40364408348055	16	29	I	16	C. inopinata
I (0.16,0.17]	I	C. inopinata	(0.16,0.17]	-6.57565006529531e-15	17	32	I	17	C. inopinata
I (0.17,0.18]	I	C. inopinata	(0.17,0.18]	-6.57565006529528e-15	18	41	I	18	C. inopinata
I (0.18,0.19]	I	C. inopinata	(0.18,0.19]	2.47169919359345	19	34	I	19	C. inopinata
I (0.19,0.2]	I	C. inopinata	(0.19,0.2]	0.204945708207416	20	31	I	20	C. inopinata
I (0.2,0.21]	I	C. inopinata	(0.2,0.21]	1.88909694278245e-14	21	43	I	21	C. inopinata
I (0.21,0.22]	I	C. inopinata	(0.21,0.22]	-5.44512879077656e-15	22	28	I	22	C. inopinata
I (0.22,0.23]	I	C. inopinata	(0.22,0.23]	0.524111147487379	23	39	I	23	C. inopinata
I (0.23,0.24]	I	C. inopinata	(0.23,0.24]	1.66753866683131	24	36	I	24	C. inopinata
I (0.24,0.25]	I	C. inopinata	(0.24,0.25]	2.23871452858899e-15	25	31	I	25	C. inopinata
I (0.25,0.26]	I	C. inopinata	(0.25,0.26]	8.36085129552509e-17	26	30	I	26	C. inopinata
I (0.26,0.27]	I	C. inopinata	(0.26,0.27]	2.507441848863e-14	27	37	I	27	C. inopinata
I (0.27,0.28]	I	C. inopinata	(0.27,0.28]	0.55309174971616	28	27	I	28	C. inopinata
I (0.28,0.29]	I	C. inopinata	(0.28,0.29]	0.488422487415994	29	29	I	29	C. inopinata
I (0.29,0.3]	I	C. inopinata	(0.29,0.3]	7.32557496868862e-15	30	35	I	30	C. inopinata
I (0.3,0.31]	I	C. inopinata	(0.3,0.31]	6.64262069682979e-15	31	34	I	31	C. inopinata
I (0.31,0.32]	I	C. inopinata	(0.31,0.32]	9.49980945080572e-15	32	30	I	32	C. inopinata
I (0.32,0.33]	I	C. inopinata	(0.32,0.33]	0.635344179780808	33	30	I	33	C. inopinata
I (0.33,0.34]	I	C. inopinata	(0.33,0.34]	0.297951013009311	34	45	I	34	C. inopinata
I (0.34,0.35]	I	C. inopinata	(0.34,0.35]	8.96618166354327e-15	35	38	I	35	C. inopinata
I (0.35,0.36]	I	C. inopinata	(0.35,0.36]	-1.9451993718452e-14	36	41	I	36	C. inopinata
I (0.36,0.37]	I	C. inopinata	(0.36,0.37]	0.346595956613028	37	56	I	37	C. inopinata
I (0.37,0.38]	I	C. inopinata	(0.37,0.38]	-6.47977603116119e-15	38	38	I	38	C. inopinata
I (0.38,0.39]	I	C. inopinata	(0.38,0.39]	2.72971122706979e-15	39	31	I	39	C. inopinata
I (0.39,0.4]	I	C. inopinata	(0.39,0.4]	-1.32377296062751e-14	40	33	I	40	C. inopinata
I (0.4,0.41]	I	C. inopinata	(0.4,0.41]	-8.41584040299582e-15	41	58	I	41	C. inopinata
I (0.41,0.42]	I	C. inopinata	(0.41,0.42]	1.04284490199203	42	51	I	42	C. inopinata
I (0.42,0.43]	I	C. inopinata	(0.42,0.43]	7.81793938863005e-15	43	22	I	43	C. inopinata
I (0.43,0.44]	I	C. inopinata	(0.43,0.44]	0.271069300885616	44	38	I	44	C. inopinata
I (0.44,0.45]	I	C. inopinata	(0.44,0.45]	0.288209942209792	45	47	I	45	C. inopinata
I (0.45,0.46]	I	C. inopinata	(0.45,0.46]	1.38624726375419	46	36	I	46	C. inopinata
I (0.46,0.47]	I	C. inopinata	(0.46,0.47]	-9.70322876396882e-15	47	36	I	47	C. inopinata
I (0.47,0.48]	I	C. inopinata	(0.47,0.48]	1.62662879815946e-14	48	31	I	48	C. inopinata
I (0.48,0.49]	I	C. inopinata	(0.48,0.49]	3.94802997622379e-15	49	35	I	49	C. inopinata
I (0.49,0.5]	I	C. inopinata	(0.49,0.5]	-1.03593240635083e-14	50	32	I	50	C. inopinata
I (0.5,0.51]	I	C. inopinata	(0.5,0.51]	-1.76596822049915e-15	51	32	I	51	C. inopinata
I (0.51,0.52]	I	C. inopinata	(0.51,0.52]	3.31197519834911	52	30	I	52	C. inopinata
I (0.52,0.53]	I	C. inopinata	(0.52,0.53]	4.59415580493437e-15	53	35	I	53	C. inopinata
I (0.53,0.54]	I	C. inopinata	(0.53,0.54]	-1.08674023641029e-14	54	63	I	54	C. inopinata
I (0.54,0.55]	I	C. inopinata	(0.54,0.55]	-1.0867402364103e-14	55	61	I	55	C. inopinata
I (0.55,0.56]	I	C. inopinata	(0.55,0.56]	-5.83004551653379e-15	56	59	I	56	C. inopinata
I (0.56,0.57]	I	C. inopinata	(0.56,0.57]	-3.48820448810327e-15	57	41	I	57	C. inopinata
I (0.57,0.58]	I	C. inopinata	(0.57,0.58]	2.31747853594558e-14	58	46	I	58	C. inopinata
I (0.58,0.59]	I	C. inopinata	(0.58,0.59]	4.35605779226991e-14	59	29	I	59	C. inopinata
I (0.59,0.6]	I	C. inopinata	(0.59,0.6]	12.235665927101	60	30	I	60	C. inopinata
I (0.6,0.61]	I	C. inopinata	(0.6,0.61]	0.30696833303356	61	54	I	61	C. inopinata
I (0.61,0.62]	I	C. inopinata	(0.61,0.62]	-5.47280895251562e-15	62	34	I	62	C. inopinata
I (0.62,0.63]	I	C. inopinata	(0.62,0.63]	2.64588648875826	63	18	I	63	C. inopinata
I (0.63,0.64]	I	C. inopinata	(0.63,0.64]	2.84626499480667	64	21	I	64	C. inopinata
I (0.64,0.65]	I	C. inopinata	(0.64,0.65]	0.253614002880347	65	49	I	65	C. inopinata
I (0.65,0.66]	I	C. inopinata	(0.65,0.66]	2.17104488739754	66	44	I	66	C. inopinata
I (0.66,0.67]	I	C. inopinata	(0.66,0.67]	0.370916035989407	67	39	I	67	C. inopinata
I (0.67,0.68]	I	C. inopinata	(0.67,0.68]	0.494436440897993	68	31	I	68	C. inopinata
I (0.68,0.69]	I	C. inopinata	(0.68,0.69]	6.05147811645831e-14	69	18	I	69	C. inopinata
I (0.69,0.7]	I	C. inopinata	(0.69,0.7]	0.40724202342154	70	31	I	70	C. inopinata
I (0.7,0.71]	I	C. inopinata	(0.7,0.71]	0.717132699166785	71	39	I	71	C. inopinata
I (0.71,0.72]	I	C. inopinata	(0.71,0.72]	0.803798282712199	72	24	I	72	C. inopinata
I (0.72,0.73]	I	C. inopinata	(0.72,0.73]	1.15419740470355	73	33	I	73	C. inopinata
I (0.73,0.74]	I	C. inopinata	(0.73,0.74]	0.370721129896911	74	33	I	74	C. inopinata
I (0.74,0.75]	I	C. inopinata	(0.74,0.75]	3.29879630918358	75	27	I	75	C. inopinata
I (0.75,0.76]	I	C. inopinata	(0.75,0.76]	6.55635065211186	76	33	I	76	C. inopinata
I (0.76,0.77]	I	C. inopinata	(0.76,0.77]	-9.79795716973749e-15	77	38	I	77	C. inopinata
I (0.77,0.78]	I	C. inopinata	(0.77,0.78]	0.907420610302648	78	31	I	78	C. inopinata
I (0.78,0.79]	I	C. inopinata	(0.78,0.79]	0.797833610138066	79	25	I	79	C. inopinata
I (0.79,0.8]	I	C. inopinata	(0.79,0.8]	1.13225828469911	80	30	I	80	C. inopinata
I (0.8,0.81]	I	C. inopinata	(0.8,0.81]	0.7624656240096	81	61	I	81	C. inopinata
I (0.81,0.82]	I	C. inopinata	(0.81,0.82]	-4.50446135762912e-14	82	22	I	82	C. inopinata
I (0.82,0.83]	I	C. inopinata	(0.82,0.83]	1.53519887955382	83	17	I	83	C. inopinata
I (0.83,0.84]	I	C. inopinata	(0.83,0.84]	9.7835244833306e-15	84	34	I	84	C. inopinata
I (0.84,0.85]	I	C. inopinata	(0.84,0.85]	0.338903352386473	85	37	I	85	C. inopinata
I (0.85,0.86]	I	C. inopinata	(0.85,0.86]	-1.35060717978298e-14	86	23	I	86	C. inopinata
I (0.86,0.87]	I	C. inopinata	(0.86,0.87]	1.09285550528402	87	28	I	87	C. inopinata
I (0.87,0.88]	I	C. inopinata	(0.87,0.88]	2.58603418412298	88	35	I	88	C. inopinata
I (0.88,0.89]	I	C. inopinata	(0.88,0.89]	0.258868165480051	89	33	I	89	C. inopinata
I (0.89,0.9]	I	C. inopinata	(0.89,0.9]	0.753711657585818	90	33	I	90	C. inopinata
I (0.9,0.91]	I	C. inopinata	(0.9,0.91]	1.31914812000144	91	38	I	91	C. inopinata
I (0.91,0.92]	I	C. inopinata	(0.91,0.92]	1.46427568489187	92	42	I	92	C. inopinata
I (0.92,0.93]	I	C. inopinata	(0.92,0.93]	7.681799242195	93	43	I	93	C. inopinata
I (0.93,0.94]	I	C. inopinata	(0.93,0.94]	0.817709794170488	94	42	I	94	C. inopinata
I (0.94,0.95]	I	C. inopinata	(0.94,0.95]	-3.63246698728719e-14	95	46	I	95	C. inopinata
I (0.95,0.96]	I	C. inopinata	(0.95,0.96]	5.18694287239113	96	30	I	96	C. inopinata
I (0.96,0.97]	I	C. inopinata	(0.96,0.97]	1.99027687701284	97	37	I	97	C. inopinata
I (0.97,0.98]	I	C. inopinata	(0.97,0.98]	7.84938922976802	98	39	I	98	C. inopinata
I (0.98,0.99]	I	C. inopinata	(0.98,0.99]	0.345985854039895	99	36	I	99	C. inopinata
I (0.99,1]	I	C. inopinata	(0.99,1]	-5.21766903247394e-14	100	45	I	100	C. inopinata
II (0,0.01]	II	C. inopinata	(0,0.01]	10.8063713372183	1	54	II	1	C. inopinata
II (0.01,0.02]	II	C. inopinata	(0.01,0.02]	2.50343289127087	2	47	II	2	C. inopinata
II (0.02,0.03]	II	C. inopinata	(0.02,0.03]	3.12206874299503	3	24	II	3	C. inopinata
II (0.03,0.04]	II	C. inopinata	(0.03,0.04]	1.68707239911531e-15	4	35	II	4	C. inopinata
II (0.04,0.05]	II	C. inopinata	(0.04,0.05]	-9.23899931524992e-15	5	32	II	5	C. inopinata
II (0.05,0.06]	II	C. inopinata	(0.05,0.06]	0.127026349845509	6	40	II	6	C. inopinata
II (0.06,0.07]	II	C. inopinata	(0.06,0.07]	1.71769378920979	7	44	II	7	C. inopinata
II (0.07,0.08]	II	C. inopinata	(0.07,0.08]	0.512030695416062	8	51	II	8	C. inopinata
II (0.08,0.09]	II	C. inopinata	(0.08,0.09]	1.01172249435082	9	35	II	9	C. inopinata
II (0.09,0.1]	II	C. inopinata	(0.09,0.1]	1.47162321153154	10	45	II	10	C. inopinata
II (0.1,0.11]	II	C. inopinata	(0.1,0.11]	4.55660425761145	11	45	II	11	C. inopinata
II (0.11,0.12]	II	C. inopinata	(0.11,0.12]	0.663191465968656	12	27	II	12	C. inopinata
II (0.12,0.13]	II	C. inopinata	(0.12,0.13]	0.649294857845053	13	36	II	13	C. inopinata
II (0.13,0.14]	II	C. inopinata	(0.13,0.14]	0.608752551678453	14	42	II	14	C. inopinata
II (0.14,0.15]	II	C. inopinata	(0.14,0.15]	0.210118415787149	15	25	II	15	C. inopinata
II (0.15,0.16]	II	C. inopinata	(0.15,0.16]	1.35566148021484e-14	16	42	II	16	C. inopinata
II (0.16,0.17]	II	C. inopinata	(0.16,0.17]	2.75246218914383	17	26	II	17	C. inopinata
II (0.17,0.18]	II	C. inopinata	(0.17,0.18]	1.8322106600631	18	35	II	18	C. inopinata
II (0.18,0.19]	II	C. inopinata	(0.18,0.19]	1.30354797631149	19	31	II	19	C. inopinata
