sp	chrom	w	n	norm	theta
briggsae	IV	13060000	564	0.747139588100687	0.00700230520653545
briggsae	IV	13080000	500	0.748283752860412	0.00625784243621339
briggsae	IV	13100000	466	0.749427917620137	0.00583230915055088
briggsae	IV	13120000	380	0.750572082379863	0.00475596025152218
briggsae	IV	13140000	709	0.751716247139588	0.00887362057455059
briggsae	IV	13160000	782	0.752860411899314	0.00970886998494808
briggsae	IV	13180000	740	0.754004576659039	0.00926160680559582
briggsae	IV	13200000	675	0.755148741418764	0.00844808728888808
briggsae	IV	13220000	601	0.75629290617849	0.00746167629277979
briggsae	IV	13240000	772	0.757437070938215	0.00974340565132427
briggsae	IV	13260000	633	0.758581235697941	0.00792242852424615
briggsae	IV	13280000	732	0.759725400457666	0.0091614813266164
briggsae	IV	13300000	443	0.760869565217391	0.00574664972442358
briggsae	IV	13320000	448	0.762013729977117	0.00606912311227921
briggsae	IV	13340000	734	0.763157894736842	0.00971938731107306
briggsae	IV	13360000	549	0.764302059496568	0.00705391367308916
briggsae	IV	13380000	449	0.765446224256293	0.00557453020874896
briggsae	IV	13400000	197	0.766590389016018	0.00244584064838206
briggsae	IV	13420000	379	0.767734553775744	0.00470544977531371
briggsae	IV	13440000	539	0.768878718535469	0.00674595414623804
briggsae	IV	13460000	313	0.770022883295195	0.00402163019977579
briggsae	IV	13480000	343	0.77116704805492	0.00464667238283877
briggsae	IV	13500000	524	0.772311212814645	0.00650568781600102
briggsae	IV	13520000	599	0.773455377574371	0.00737958247029012
briggsae	IV	13540000	506	0.774599542334096	0.00633293654544795
briggsae	IV	13560000	558	0.775743707093822	0.00692781259795528
briggsae	IV	13580000	642	0.776887871853547	0.00817382275472492
briggsae	IV	13600000	658	0.778032036613272	0.00823532064605682
briggsae	IV	13620000	600	0.779176201372998	0.00744926085801643
briggsae	IV	13640000	384	0.780320366132723	0.00488901547946163
briggsae	IV	13660000	178	0.781464530892449	0.00230903758678871
briggsae	IV	13680000	573	0.782608695652174	0.00723182828783524
briggsae	IV	13700000	699	0.783752860411899	0.00889953598995751
briggsae	IV	13720000	542	0.784897025171625	0.00690064164028179
briggsae	IV	13740000	717	0.78604118993135	0.0090492511036263
briggsae	IV	13760000	440	0.787185354691076	0.00555323638158378
briggsae	IV	13780000	600	0.788329519450801	0.00757259506579607
briggsae	IV	13800000	717	0.789473684210526	0.00897374605353
briggsae	IV	13820000	571	0.790617848970252	0.00714645606215569
briggsae	IV	13840000	671	0.791762013729977	0.00833075672621504
briggsae	IV	13860000	594	0.792906178489703	0.00749686911513811
briggsae	IV	13880000	684	0.794050343249428	0.00863275837500752
briggsae	IV	13900000	538	0.795194508009153	0.00679009357566381
briggsae	IV	13920000	515	0.796338672768879	0.00655688273938214
briggsae	IV	13940000	466	0.797482837528604	0.005933023993305
briggsae	IV	13960000	673	0.79862700228833	0.00849392746546792
briggsae	IV	13980000	650	0.799771167048055	0.00820364465461241
briggsae	IV	1.4e+07	604	0.80091533180778	0.0077605899062766
briggsae	IV	14020000	599	0.802059496567506	0.00777030064318222
briggsae	IV	14040000	684	0.803203661327231	0.00870855882279104
briggsae	IV	14060000	514	0.804347826086957	0.00648718977303196
briggsae	IV	14080000	416	0.805491990846682	0.00520652490692954
briggsae	IV	14100000	424	0.806636155606407	0.00535130051316255
briggsae	IV	14120000	617	0.807780320366133	0.00766032324899356
briggsae	IV	14140000	652	0.808924485125858	0.00809486346571119
briggsae	IV	14160000	749	0.810068649885583	0.00953612654717907
briggsae	IV	14180000	605	0.811212814645309	0.0075719893478182
briggsae	IV	14200000	352	0.812356979405034	0.00456618668848104
briggsae	IV	14220000	632	0.81350114416476	0.00812035235226293
briggsae	IV	14240000	791	0.814645308924485	0.0100708626152452
briggsae	IV	14260000	695	0.81578947368421	0.00892981785573218
briggsae	IV	14280000	700	0.816933638443936	0.00883469424342875
briggsae	IV	14300000	624	0.818077803203661	0.00794465015412516
briggsae	IV	14320000	711	0.819221967963387	0.00897352515296834
briggsae	IV	14340000	812	0.820366132723112	0.0102482453223773
briggsae	IV	14360000	512	0.821510297482838	0.00646194778947931
briggsae	IV	14380000	736	0.822654462242563	0.00928904994737651
briggsae	IV	14400000	820	0.823798627002288	0.010349213256588
briggsae	IV	14420000	636	0.824942791762014	0.00802695076974383
briggsae	IV	14440000	804	0.826086956521739	0.0103303216633218
briggsae	IV	14460000	506	0.827231121281464	0.00656389336469149
briggsae	IV	14480000	453	0.82837528604119	0.0057675104484274
briggsae	IV	14500000	508	0.829519450800915	0.00665625743701238
briggsae	IV	14520000	506	0.830663615560641	0.00650142134532443
briggsae	IV	14540000	522	0.831807780320366	0.00670699988588805
briggsae	IV	14560000	721	0.832951945080092	0.009179635835135
briggsae	IV	14580000	612	0.834096109839817	0.0078633791765584
briggsae	IV	14600000	644	0.835240274599542	0.00827453625768564
briggsae	IV	14620000	711	0.836384439359268	0.00897352515296834
briggsae	IV	14640000	470	0.837528604118993	0.00603886962905629
briggsae	IV	14660000	221	0.838672768878719	0.00295906197124498
briggsae	IV	14680000	344	0.839816933638444	0.00437974303368438
briggsae	IV	14700000	640	0.840961098398169	0.00814835913243606
briggsae	IV	14720000	675	0.842105263157895	0.00859397252249116
briggsae	IV	14740000	670	0.84324942791762	0.00831834129145168
briggsae	IV	14760000	757	0.844393592677345	0.00947437344842707
briggsae	IV	14780000	735	0.845537757437071	0.00927642895560018
briggsae	IV	14800000	606	0.846681922196796	0.00771547755352539
briggsae	IV	14820000	624	0.847826086956522	0.00787549886842791
briggsae	IV	14840000	640	0.848970251716247	0.00807743473684914
briggsae	IV	14860000	551	0.850114416475973	0.00701522794058167
briggsae	IV	14880000	535	0.851258581235698	0.00681151896227077
briggsae	IV	14900000	687	0.852402745995423	0.0086706213503365
briggsae	IV	14920000	690	0.853546910755149	0.00878494968965762
briggsae	IV	14940000	601	0.854691075514874	0.00758521605757239
briggsae	IV	14960000	561	0.8558352402746	0.00702129921343142
briggsae	IV	14980000	760	0.856979405034325	0.00967617646976782
briggsae	IV	1.5e+07	585	0.85812356979405	0.00738328018915116
briggsae	IV	15020000	615	0.859267734553776	0.00790192515291408
briggsae	IV	15040000	599	0.860411899313501	0.00777030064318222
briggsae	IV	15060000	37	0.861556064073227	0.000466976695724091
briggsae	IV	15080000	718	0.862700228832952	0.00922533700779238
briggsae	IV	15100000	438	0.863844393592677	0.00562771254792905
briggsae	IV	15120000	266	0.864988558352403	0.00341774323687016
briggsae	IV	15140000	421	0.866132723112128	0.00526910333129167
briggsae	IV	15160000	448	0.867276887871854	0.00581151033079405
briggsae	IV	15180000	396	0.868421052631579	0.0049979127434254
briggsae	IV	15200000	681	0.869565217391304	0.00852318139812264
briggsae	IV	15220000	865	0.87070938215103	0.0108260674146492
briggsae	IV	15240000	328	0.871853546910755	0.00429774102232296
briggsae	IV	15260000	783	0.872997711670481	0.010259546403899
briggsae	IV	15280000	788	0.874141876430206	0.0099453415197455
briggsae	IV	15300000	757	0.875286041189931	0.00963798103633452
briggsae	IV	15320000	760	0.876430205949657	0.00967617646976782
briggsae	IV	15340000	939	0.877574370709382	0.0123035939632965
briggsae	IV	15360000	651	0.878718535469108	0.0082884090550248
briggsae	IV	15380000	594	0.879862700228833	0.00763210331842433
briggsae	IV	15400000	662	0.881006864988559	0.00828538338554653
briggsae	IV	15420000	638	0.882151029748284	0.00812289551014719
briggsae	IV	15440000	752	0.883295194508009	0.00933640694204726
briggsae	IV	15460000	716	0.884439359267735	0.00896123036865757
briggsae	IV	15480000	688	0.88558352402746	0.00861079119222963
briggsae	IV	15500000	494	0.886727688787185	0.00634723743990172
briggsae	IV	15520000	963	0.887871853546911	0.0126180628185884
briggsae	IV	15540000	971	0.889016018306636	0.0125959297571451
briggsae	IV	15560000	1016	0.890160183066362	0.0130542373257898
briggsae	IV	15580000	1025	0.891304347826087	0.0130501064230421
briggsae	IV	15600000	994	0.892448512585812	0.0125452658256688
briggsae	IV	15620000	662	0.893592677345538	0.00858754428345013
briggsae	IV	15640000	828	0.894736842105263	0.0104501811907986
briggsae	IV	15660000	601	0.895881006864989	0.00752192660832849
briggsae	IV	15680000	635	0.897025171624714	0.0080143297779675
briggsae	IV	15700000	927	0.89816933638444	0.0116996593766549
briggsae	IV	15720000	909	0.899313501144165	0.011472481524681
briggsae	IV	15740000	813	0.90045766590389	0.0102608663141537
briggsae	IV	15760000	600	0.901601830663616	0.00757259506579607
briggsae	IV	15780000	590	0.902745995423341	0.0074463851480328
briggsae	IV	15800000	782	0.903890160183066	0.00986961556908754
briggsae	IV	15820000	778	0.905034324942792	0.00981913160198223
briggsae	IV	15840000	743	0.906178489702517	0.0093773968898108
briggsae	IV	15860000	353	0.907322654462243	0.00453557655118483
briggsae	IV	15880000	830	0.908466819221968	0.0104754231743512
briggsae	IV	15900000	749	0.909610983981693	0.00962364543013439
briggsae	IV	15920000	704	0.910755148741419	0.00896319504567966
briggsae	IV	15940000	703	0.911899313501144	0.00895046323453523
briggsae	IV	15960000	806	0.91304347826087	0.0100068404192687
briggsae	IV	15980000	812	0.914187643020595	0.0104331109336036
briggsae	IV	1.6e+07	795	0.91533180778032	0.0102146837342548
briggsae	IV	16020000	555	0.916475972540046	0.00700465043586136
briggsae	IV	16040000	765	0.917620137299771	0.00973983552548997
briggsae	IV	16060000	743	0.918764302059497	0.0093773968898108
briggsae	IV	16080000	779	0.919908466819222	0.00991808088151201
briggsae	IV	16100000	804	0.921052631578947	0.0103303216633218
briggsae	IV	16120000	940	0.922196796338673	0.0120777392581126
briggsae	IV	16140000	659	0.923340961098398	0.00854862791962785
briggsae	IV	16160000	628	0.924485125858124	0.00814649216013094
briggsae	IV	16180000	757	0.925629290617849	0.0097264347004162
briggsae	IV	16200000	728	0.926773455377574	0.00918808201316589
briggsae	IV	16220000	690	0.9279176201373	0.0085666499867189
briggsae	IV	16240000	664	0.929061784897025	0.00845392259990241
briggsae	IV	16260000	656	0.930205949656751	0.00821028927631197
briggsae	IV	16280000	726	0.931350114416476	0.00908638721738184
briggsae	IV	16300000	574	0.932494279176201	0.00724444927961157
briggsae	IV	16320000	634	0.933638443935927	0.00793494420911858
briggsae	IV	16340000	600	0.934782608695652	0.0076390866866588
briggsae	IV	16360000	570	0.935926773455378	0.00725713235232586
briggsae	IV	16380000	285	0.937070938215103	0.00362856617616293
briggsae	IV	16400000	455	0.938215102974828	0.00574255125822868
briggsae	IV	16420000	552	0.939359267734554	0.00690865804957958
briggsae	IV	16440000	445	0.940503432494279	0.00561634134046542
briggsae	IV	16460000	601	0.941647597254005	0.00752192660832849
briggsae	IV	16480000	477	0.94279176201373	0.00607307391589375
briggsae	IV	16500000	426	0.943935926773455	0.00533168175565381
briggsae	IV	16520000	340	0.945080091533181	0.0042911372039511
briggsae	IV	16540000	429	0.946224256292906	0.00532622151348175
briggsae	IV	16560000	400	0.947368421052632	0.00504839671053071
briggsae	IV	16580000	384	0.948512585812357	0.00484646084210948
briggsae	IV	16600000	501	0.949656750572082	0.00622013281644372
briggsae	IV	16620000	438	0.950800915331808	0.00543796042635199
briggsae	IV	16640000	717	0.951945080091533	0.00897374605353
briggsae	IV	16660000	738	0.953089244851258	0.00916259085536021
briggsae	IV	16680000	809	0.954233409610984	0.0102103823470484
briggsae	IV	16700000	578	0.955377574370709	0.00735898684148131
briggsae	IV	16720000	451	0.956521739130435	0.00574204682613853
briggsae	IV	16740000	421	0.95766590389016	0.00526910333129167
briggsae	IV	16760000	625	0.958810068649886	0.00782230304526674
briggsae	IV	16780000	642	0.959954233409611	0.00810267672040179
briggsae	IV	16800000	862	0.961098398169336	0.0108792949111937
briggsae	IV	16820000	669	0.962242562929062	0.00851758165562456
briggsae	IV	16840000	788	0.963386727688787	0.00978336259352825
briggsae	IV	16860000	981	0.964530892448512	0.0122778868598507
briggsae	IV	16880000	371	0.965675057208238	0.00464331908767034
briggsae	IV	16900000	364	0.966819221967963	0.00463437925657301
briggsae	IV	16920000	685	0.967963386727689	0.00857324413761234
briggsae	IV	16940000	768	0.969107551487414	0.00953505389826103
briggsae	IV	16960000	609	0.970251716247139	0.00762205208730791
briggsae	IV	16980000	737	0.971395881006865	0.00915017542059685
briggsae	IV	1.7e+07	696	0.97254004576659	0.00871091667120904
briggsae	IV	17020000	765	0.973684210526316	0.00949780759397095
briggsae	IV	17040000	937	0.974828375286041	0.011633262373269
briggsae	IV	17060000	734	0.975972540045767	0.00926380796382385
briggsae	IV	17080000	732	0.977116704805492	0.00908809824678005
briggsae	IV	17100000	425	0.978260869565217	0.00527655977442831
briggsae	IV	17120000	350	0.979405034324943	0.00441734712171437
briggsae	IV	17140000	272	0.980549199084668	0.00337699825563412
briggsae	IV	17160000	386	0.981693363844393	0.00479235781865724
briggsae	IV	17180000	404	0.982837528604119	0.00501583564439773
briggsae	IV	17200000	263	0.983981693363844	0.00326525934276387
briggsae	IV	17220000	275	0.98512585812357	0.0034142445599242
briggsae	IV	17240000	394	0.986270022883295	0.00493117983973615
briggsae	IV	17260000	379	0.987414187643021	0.00470544977531371
briggsae	IV	17280000	413	0.988558352402746	0.00512757455726798
briggsae	IV	17300000	323	0.989702517162471	0.00401018542856551
briggsae	IV	17320000	397	0.990846681922197	0.00492892760105421
briggsae	IV	17340000	399	0.991990846681922	0.00495375847058093
briggsae	IV	17360000	454	0.993135011441648	0.00563660738256577
briggsae	IV	17380000	529	0.994279176201373	0.00656776498981782
briggsae	IV	17400000	347	0.995423340961098	0.00434294265073209
briggsae	IV	17420000	426	0.996567505720824	0.00524825063830315
briggsae	IV	17440000	528	0.997711670480549	0.00660828161264134
briggsae	IV	17460000	670	0.998855835240274	0.00831834129145168
briggsae	IV	17480000	158	1	0.00194653427430023
briggsae	V	0	515	0	0.00639394890313077
briggsae	V	20000	509	0.00102669404517454	0.00627079712416973
briggsae	V	40000	449	0.00205338809034908	0.00557453020874896
briggsae	V	60000	416	0.00308008213552361	0.005125052266512
briggsae	V	80000	402	0.00410677618069815	0.00499100477487101
briggsae	V	1e+05	471	0.00513347022587269	0.0058476697735429
briggsae	V	120000	369	0.00616016427104723	0.00461828771792548
briggsae	V	140000	452	0.00718685831622177	0.00561177651303904
briggsae	V	160000	543	0.00821355236139631	0.00668967158825965
briggsae	V	180000	478	0.00924024640657084	0.00593457781688642
briggsae	V	2e+05	411	0.0102669404517454	0.00510274368774125
briggsae	V	220000	426	0.0112936344969199	0.00528897520919167
briggsae	V	240000	526	0.0123203285420945	0.00658325024289649
briggsae	V	260000	440	0.013347022587269	0.00542072835881077
briggsae	V	280000	652	0.0143737166324435	0.00809486346571119
briggsae	V	3e+05	500	0.0154004106776181	0.00620771738168036
briggsae	V	320000	577	0.0164271047227926	0.00710854605234958
briggsae	V	340000	753	0.0174537987679671	0.00927683739587389
briggsae	V	360000	547	0.0184804928131417	0.00679124281555831
briggsae	V	380000	607	0.0195071868583162	0.00747814116772304
briggsae	V	4e+05	497	0.0205338809034908	0.00617047107739028
briggsae	V	420000	533	0.0215605749486653	0.00661742672887126
briggsae	V	440000	531	0.0225872689938398	0.00654183354211027
briggsae	V	460000	482	0.0236139630390144	0.00603256010850971
briggsae	V	480000	513	0.0246406570841889	0.00636911803360405
briggsae	V	5e+05	501	0.0256673511293634	0.00622013281644372
briggsae	V	520000	471	0.026694045174538	0.0058476697735429
briggsae	V	540000	513	0.0277207392197125	0.00636911803360405
briggsae	V	560000	596	0.0287474332648871	0.00739959911896299
briggsae	V	580000	531	0.0297741273100616	0.00659259585934454
briggsae	V	6e+05	702	0.0308008213552361	0.00871563520387922
briggsae	V	620000	672	0.0318275154004107	0.0083431721609784
briggsae	V	640000	586	0.0328542094455852	0.00727544477132938
briggsae	V	660000	673	0.0338809034907598	0.00829125042154465
briggsae	V	680000	798	0.0349075975359343	0.00983123006893408
briggsae	V	7e+05	588	0.0359342915811088	0.00724406426131985
briggsae	V	720000	742	0.0369609856262834	0.00914131918690362
briggsae	V	740000	296	0.0379876796714579	0.00364667180501815
briggsae	V	760000	536	0.0390143737166324	0.00665467303316135
briggsae	V	780000	680	0.040041067761807	0.00837748928179846
briggsae	V	8e+05	458	0.0410677618069815	0.00564248542803485
briggsae	V	820000	604	0.0420944558521561	0.00744118165618569
briggsae	V	840000	702	0.0431211498973306	0.0087860107804436
briggsae	V	860000	545	0.0441478439425051	0.00687844051809809
briggsae	V	880000	534	0.0451745379876797	0.00657879305364762
briggsae	V	9e+05	572	0.0462012320328542	0.00710162868464233
briggsae	V	920000	596	0.0472279260780288	0.00734262295875277
briggsae	V	940000	586	0.0482546201232033	0.00727544477132938
briggsae	V	960000	704	0.0492813141683778	0.00874046607340595
briggsae	V	980000	527	0.0503080082135524	0.00649255419339381
briggsae	V	1e+06	351	0.0513347022587269	0.00435781760193961
briggsae	V	1020000	563	0.0523613963039014	0.00698988977177208
briggsae	V	1040000	494	0.053388090349076	0.00618274832697883
briggsae	V	1060000	537	0.0544147843942505	0.00666708846792471
briggsae	V	1080000	383	0.0554414784394251	0.00475511151436716
briggsae	V	1100000	520	0.0564681724845996	0.00645602607694757
briggsae	V	1120000	523	0.0574948665297741	0.00649327238123766
briggsae	V	1140000	334	0.0585215605749487	0.00411482561782454
briggsae	V	1160000	309	0.0595482546201232	0.00383636934187846
briggsae	V	1180000	400	0.0605749486652977	0.00500627394897071
briggsae	V	1200000	325	0.0616016427104723	0.00403501629809223
briggsae	V	1220000	306	0.0626283367556468	0.00376987017680931
briggsae	V	1240000	385	0.0636550308008214	0.00481853867588431
briggsae	V	1260000	464	0.0646817248459959	0.00576076173019937
briggsae	V	1280000	547	0.0657084188911704	0.00679124281555831
briggsae	V	1300000	325	0.066735112936345	0.0040675975835387
briggsae	V	1320000	414	0.0677618069815195	0.00510041259215377
briggsae	V	1340000	697	0.0687885010266941	0.00865355803006242
briggsae	V	1360000	497	0.0698151950718686	0.00617047107739028
briggsae	V	1380000	560	0.0708418891170431	0.006952643467482
briggsae	V	1400000	437	0.0718685831622177	0.00542554499158863
briggsae	V	1420000	585	0.0728952772073922	0.00726302933656602
briggsae	V	1440000	509	0.0739219712525667	0.00631945629455061
briggsae	V	1460000	426	0.0749486652977413	0.00524825063830315
briggsae	V	1480000	376	0.0759753593429158	0.00470589751203247
briggsae	V	1500000	764	0.0770020533880904	0.00948539215920759
briggsae	V	1520000	768	0.0780287474332649	0.00953505389826103
briggsae	V	1540000	586	0.0790554414784394	0.00727544477132938
briggsae	V	1560000	653	0.080082135523614	0.00804485367796235
briggsae	V	1580000	683	0.0811088295687885	0.00862013738323119
briggsae	V	1600000	628	0.082135523613963	0.00792598283553322
briggsae	V	1620000	459	0.0831622176591376	0.00574469935644389
briggsae	V	1640000	593	0.0841889117043121	0.00742180112934908
briggsae	V	1660000	598	0.0852156057494867	0.00742442998848971
briggsae	V	1680000	583	0.0862422997946612	0.0072381984670393
briggsae	V	1700000	768	0.0872689938398357	0.00961204598202377
briggsae	V	1720000	699	0.0882956878850103	0.00874846372582632
briggsae	V	1740000	645	0.0893223819301848	0.00794629498052942
briggsae	V	1760000	671	0.0903490759753593	0.00833075672621504
briggsae	V	1780000	410	0.0913757700205339	0.00505113324343731
briggsae	V	1800000	570	0.0924024640657084	0.00702230719209577
briggsae	V	1820000	522	0.0934291581108829	0.0064808569464743
briggsae	V	1840000	541	0.0944558521560575	0.00671675020697815
briggsae	V	1860000	692	0.095482546201232	0.00852532732794785
briggsae	V	1880000	776	0.0965092402464066	0.00956019365099354
briggsae	V	1900000	556	0.0975359342915811	0.00695872078906929
briggsae	V	1920000	421	0.0985626283367557	0.00522689803537486
briggsae	V	1940000	758	0.0995893223819302	0.00941089955062742
briggsae	V	1960000	719	0.100616016427105	0.00892669759485636
briggsae	V	1980000	609	0.101642710472279	0.00756099977088668
briggsae	V	2e+06	537	0.102669404517454	0.00677747258388748
briggsae	V	2020000	568	0.103696098562628	0.00705196694558889
briggsae	V	2040000	624	0.104722792607803	0.007687578399768
briggsae	V	2060000	693	0.105749486652977	0.00860389629100898
briggsae	V	2080000	565	0.106776180698152	0.00701472064129881
briggsae	V	2100000	510	0.107802874743326	0.00633187172931397
briggsae	V	2120000	595	0.108829568788501	0.00738718368419963
briggsae	V	2140000	541	0.109856262833676	0.00671675020697815
briggsae	V	2160000	588	0.11088295687885	0.0073002756408561
briggsae	V	2180000	660	0.111909650924025	0.00819418694381808
briggsae	V	2200000	717	0.112936344969199	0.00890186672532964
briggsae	V	2220000	601	0.113963039014374	0.00752192660832849
briggsae	V	2240000	570	0.114989733059548	0.00713394037728327
briggsae	V	2260000	411	0.116016427104723	0.00510274368774125
briggsae	V	2280000	715	0.117043121149897	0.00887703585580291
briggsae	V	2300000	656	0.118069815195072	0.00821028927631197
briggsae	V	2320000	566	0.119096509240246	0.00702713607606217
briggsae	V	2340000	591	0.120123203285421	0.00739676975960423
briggsae	V	2360000	590	0.121149897330596	0.0073842540747318
briggsae	V	2380000	738	0.12217659137577	0.00923657543585096
briggsae	V	2400000	771	0.123203285420945	0.00957230020255111
briggsae	V	2420000	734	0.124229979466119	0.00911292911630677
briggsae	V	2440000	690	0.125256673511294	0.00850068765358962
briggsae	V	2460000	562	0.126283367556468	0.00709299737829565
briggsae	V	2480000	585	0.127310061601643	0.00738328018915116
briggsae	V	2500000	824	0.128336755646817	0.0103129243348797
briggsae	V	2520000	230	0.129363449691992	0.00298358789304159
briggsae	V	2540000	597	0.130390143737166	0.00753473209046709
briggsae	V	2560000	407	0.131416837782341	0.00518184713578355
briggsae	V	2580000	457	0.132443531827515	0.00576779324178134
briggsae	V	2600000	799	0.13347022587269	0.010000032213069
briggsae	V	2620000	701	0.134496919917864	0.00884731523520507
briggsae	V	2640000	559	0.135523613963039	0.00705513440296667
briggsae	V	2660000	910	0.136550308008214	0.0113892732339084
briggsae	V	2680000	604	0.137577002053388	0.00755947366294578
briggsae	V	2700000	704	0.138603696098563	0.00874046607340595
briggsae	V	2720000	691	0.139630390143737	0.00864833824684691
briggsae	V	2740000	932	0.140657084188912	0.0116646183011018
briggsae	V	2760000	776	0.141683778234086	0.00971217146100318
briggsae	V	2780000	333	0.142710472279261	0.00420279026151682
briggsae	V	2800000	430	0.143737166324435	0.00533863694824511
briggsae	V	2820000	420	0.14476386036961	0.0052144826006115
briggsae	V	2840000	354	0.145790554414784	0.00439506390622969
briggsae	V	2860000	532	0.146817248459959	0.0066050112941079
briggsae	V	2880000	858	0.147843942505133	0.0108288109440884
briggsae	V	2900000	380	0.148870636550308	0.00475596025152218
briggsae	V	2920000	664	0.149897330595483	0.00838033853948098
briggsae	V	2940000	639	0.150924024640657	0.00806481374507281
briggsae	V	2960000	519	0.151950718685832	0.0064956404487895
briggsae	V	2980000	838	0.152977412731006	0.0107671760620195
briggsae	V	3e+06	584	0.154004106776181	0.00773313649818347
briggsae	V	3020000	748	0.155030800821355	0.00936173228457523
briggsae	V	3040000	439	0.15605749486653	0.00545037586111536
briggsae	V	3060000	791	0.157084188911704	0.00989990673408958
briggsae	V	3080000	870	0.158110882956879	0.0108014282441238
briggsae	V	3100000	945	0.159137577002053	0.0118273222044433
briggsae	V	3120000	932	0.160164271047228	0.0116646183011018
briggsae	V	3140000	272	0.161190965092402	0.00340426628530008
briggsae	V	3160000	978	0.162217659137577	0.0122403398052334
briggsae	V	3180000	723	0.163244353182752	0.00904884016276456
briggsae	V	3200000	567	0.164271047227926	0.00715610233717728
briggsae	V	3220000	613	0.165297741273101	0.00767211482679762
briggsae	V	3240000	872	0.166324435318275	0.0110055048289569
briggsae	V	3260000	851	0.16735112936345	0.0107404640016541
briggsae	V	3280000	748	0.168377823408624	0.00944050184869243
briggsae	V	3300000	951	0.169404517453799	0.0120025631792868
briggsae	V	3320000	627	0.170431211498973	0.00784733441501159
briggsae	V	3340000	879	0.171457905544148	0.0111912619959551
briggsae	V	3360000	642	0.172484599589322	0.00817382275472492
briggsae	V	3380000	774	0.173511293634497	0.00968714009125833
briggsae	V	3400000	897	0.174537987679671	0.0112265693305668
briggsae	V	3420000	602	0.175564681724846	0.00753444229320092
briggsae	V	3440000	651	0.176591375770021	0.00808244803094783
briggsae	V	3460000	655	0.177618069815195	0.00813210977000127
briggsae	V	3480000	357	0.17864476386037	0.00443231021051978
briggsae	V	3500000	803	0.179671457905544	0.00996959411497866
briggsae	V	3520000	661	0.180698151950719	0.0082728677006741
briggsae	V	3540000	429	0.181724845995893	0.00541440547204419
briggsae	V	3560000	385	0.182751540041068	0.00499426669052614
briggsae	V	3580000	658	0.183778234086242	0.00830461258882302
briggsae	V	3600000	341	0.184804928131417	0.00426784854149753
briggsae	V	3620000	330	0.185831622176591	0.00409709347190904
briggsae	V	3640000	585	0.186858316221766	0.00726302933656602
briggsae	V	3660000	640	0.18788501026694	0.00801003831835314
briggsae	V	3680000	803	0.188911704312115	0.00996959411497866
briggsae	V	3700000	384	0.18993839835729	0.00484646084210948
briggsae	V	3720000	716	0.190965092402464	0.00896123036865757
briggsae	V	3740000	878	0.191991786447639	0.0109887713179907
briggsae	V	3760000	716	0.193018480492813	0.00896123036865757
briggsae	V	3780000	924	0.194045174537988	0.0113835295535026
briggsae	V	3800000	933	0.195071868583162	0.0116771339859742
briggsae	V	3820000	453	0.196098562628337	0.0057675104484274
briggsae	V	3840000	625	0.197125256673511	0.00782230304526674
briggsae	V	3860000	530	0.198151950718686	0.00674785990654861
briggsae	V	3880000	574	0.19917864476386	0.00737513014271981
briggsae	V	3900000	667	0.200205338809035	0.0084921180333357
briggsae	V	3920000	649	0.201232032854209	0.00819102366283608
briggsae	V	3940000	601	0.202258726899384	0.00746167629277979
briggsae	V	3960000	520	0.203285420944559	0.00650815613366193
briggsae	V	3980000	536	0.204312114989733	0.00676485159211115
briggsae	V	4e+06	734	0.205338809034908	0.0093451493800126
briggsae	V	4020000	745	0.206365503080082	0.00924949889870373
briggsae	V	4040000	608	0.207392197125257	0.00760953640243548
briggsae	V	4060000	977	0.208418891170431	0.0123307089654713
briggsae	V	4080000	818	0.209445585215606	0.0102378302256451
briggsae	V	4100000	728	0.21047227926078	0.0091114185871267
briggsae	V	4120000	651	0.211498973305955	0.00814771085194984
briggsae	V	4140000	516	0.212525667351129	0.00645809339417222
briggsae	V	4160000	501	0.213552361396304	0.00622013281644372
briggsae	V	4180000	758	0.214579055441478	0.0094868891332995
briggsae	V	4200000	697	0.215605749486653	0.00879683126809976
briggsae	V	4220000	558	0.216632443531828	0.00692781259795528
briggsae	V	4240000	700	0.217659137577002	0.00883469424342875
briggsae	V	4260000	641	0.218685831622177	0.00802255400322557
briggsae	V	4280000	789	0.219712525667351	0.00979577802829161
briggsae	V	4300000	768	0.220739219712526	0.00969292168421896
briggsae	V	4320000	849	0.2217659137577	0.0107152220181014
briggsae	V	4340000	803	0.222792607802875	0.0101346563963904
briggsae	V	4360000	956	0.223819301848049	0.0118691556337728
briggsae	V	4380000	1123	0.224845995893224	0.0140551141117353
briggsae	V	4400000	972	0.225872689938398	0.0120678025899866
briggsae	V	4420000	683	0.226899383983573	0.00862013738323119
briggsae	V	4440000	870	0.227926078028747	0.0108014282441238
briggsae	V	4460000	677	0.228952772073922	0.00847311865863293
briggsae	V	4480000	747	0.229979466119097	0.00927432976823046
briggsae	V	4500000	710	0.231006160164271	0.00896090416119201
briggsae	V	4520000	939	0.232032854209446	0.0116580932427957
briggsae	V	4540000	626	0.23305954825462	0.00783481873013917
briggsae	V	4560000	859	0.234086242299795	0.0105827401368601
briggsae	V	4580000	699	0.235112936344969	0.00874846372582632
briggsae	V	4600000	1060	0.236139630390144	0.0131603608491624
briggsae	V	4620000	1145	0.237166324435318	0.0141062135700871
briggsae	V	4640000	921	0.238193018480493	0.0115269457675051
briggsae	V	4660000	833	0.239219712525667	0.0107029327680934
